PSMILES,labels.Exp_Tg(K),meta.reliability
[*]Oc1ccc(Oc2ccc(Oc3ccc4c(c3)C(=O)N(c3ccc(Oc5cccc(Oc6ccc(N7C(=O)c8ccc([*])cc8C7=O)cc6)c5)cc3)C4=O)cc2)cc1,457.15,black
[*]Oc1ccc(Oc2ccc(Oc3ccc4c(c3)C(=O)N(c3cccc(N5C(=O)c6ccc([*])cc6C5=O)c3)C4=O)cc2)cc1,500.15,black
[*]Oc1ccc(Oc2ccc(Oc3cccc4c3C(=O)N(CCCCCCCCN3C(=O)c5cccc([*])c5C3=O)C4=O)cc2)cc1,401.15,black
[*]Oc1ccc(Oc2ccc(Oc3cccc4c3C(=O)N(c3ccc(Oc5ccc(N6C(=O)c7cccc([*])c7C6=O)cc5)cc3)C4=O)cc2)cc1,512.15,black
[*]Oc1ccc(Oc2ccc(Oc3cccc4c3C(=O)N(c3cccc(N5C(=O)c6cccc([*])c6C5=O)c3)C4=O)cc2)cc1,511.15,black
[*]Oc1ccc(Oc2ccc(P(=O)(c3ccccc3)c3ccc(Oc4ccc(Oc5ccc6c(c5)C(=O)N(c5ccc(N7C(=O)c8ccc([*])cc8C7=O)cc5)C6=O)cc4)cc3)cc2)cc1,493.15,black
[*]Oc1ccc(Oc2ccc3c(c2)C(=O)N(c2ccc(-c4ccc(N5C(=O)c6ccc([*])cc6C5=O)cc4)cc2)C3=O)cc1,539.15,black
[*]Oc1ccc(Oc2ccc3c(c2)C(=O)N(c2ccc(Cc4ccc(N5C(=O)c6ccc([*])cc6C5=O)cc4)cc2)C3=O)cc1,532.15,black
[*]Oc1ccc(Oc2ccc3c(c2)C(=O)N(c2ccc(Oc4ccc(-c5ccc(Oc6ccc(N7C(=O)c8ccc([*])cc8C7=O)cc6)cc5)cc4)cc2)C3=O)cc1,503.15,black
[*]Oc1ccc(Oc2ccc3c(c2)C(=O)N(c2ccc(Oc4ccc(Oc5ccc(Oc6ccc(N7C(=O)c8ccc([*])cc8C7=O)cc6)cc5)cc4)cc2)C3=O)cc1,483.15,black
[*]Oc1ccc(Oc2ccc3c(c2)C(=O)N(c2ccc(Oc4ccc(S(=O)(=O)c5ccc(Oc6ccc(N7C(=O)c8ccc([*])cc8C7=O)cc6)cc5)cc4)cc2)C3=O)cc1,474.15,black
[*]Oc1ccc(Oc2ccc3c(c2)C(=O)N(c2ccc(Oc4ccc(Sc5ccc(Oc6ccc(N7C(=O)c8ccc([*])cc8C7=O)cc6)cc5)cc4)cc2)C3=O)cc1,474.15,black
[*]Oc1ccc(Oc2ccc3c(c2)C(=O)N(c2ccc(Oc4ccc5ccccc5c4-c4c(Oc5ccc(N6C(=O)c7ccc([*])cc7C6=O)cc5C(F)(F)F)ccc5ccccc45)c(C(F)(F)F)c2)C3=O)cc1,529.15,black
[*]Oc1ccc(Oc2ccc3c(c2)C(=O)N(c2ccc(Oc4cccc(Oc5ccc(N6C(=O)c7ccc([*])cc7C6=O)cc5)c4)cc2)C3=O)cc1,472.15,black
[*]Oc1ccc(Oc2ccc3c(c2)C(=O)N(c2ccc(S(=O)(=O)c4ccc(N5C(=O)c6ccc([*])cc6C5=O)cc4)cc2)C3=O)cc1,556.15,black
[*]Oc1ccc(Oc2ccc3c(c2)C(=O)N(c2cccc(N4C(=O)c5ccc([*])cc5C4=O)c2)C3=O)cc1,528.15,black
[*]Oc1ccc(Oc2cccc(Oc3ccc4c(c3)C(=O)N(c3ccc(Oc5ccc(N6C(=O)c7ccc([*])cc7C6=O)cc5)cc3)C4=O)c2)cc1,488.15,black
[*]Oc1ccc(Oc2cccc(Oc3ccc4c(c3)C(=O)N(c3ccc(Oc5cccc(Oc6ccc(N7C(=O)c8ccc([*])cc8C7=O)cc6)c5)cc3)C4=O)c2)cc1,457.15,black
[*]Oc1ccc(Oc2cccc(Oc3ccc4c(c3)C(=O)N(c3cccc(N5C(=O)c6ccc([*])cc6C5=O)c3)C4=O)c2)cc1,500.15,black
[*]Oc1ccc(Oc2cccc(Oc3cccc4c3C(=O)N(c3ccc(Oc5ccc(N6C(=O)c7cccc([*])c7C6=O)cc5)cc3)C4=O)c2)cc1,512.15,black
[*]Oc1ccc(Oc2cccc(Oc3cccc4c3C(=O)N(c3ccc(Oc5cccc(Oc6ccc(N7C(=O)c8cccc([*])c8C7=O)cc6)c5)cc3)C4=O)c2)cc1,471.15,black
[*]Oc1ccc(Oc2cccc([*])n2)cc1,373.15,black
[*]Oc1ccc(Oc2cccc3c2C(=O)N(c2ccc(Oc4cccc(Oc5ccc(N6C(=O)c7cccc([*])c7C6=O)cc5)c4)cc2)C3=O)cc1,487.15,black
[*]Oc1ccc(Oc2cccc3c2C(=O)N(c2cccc(N4C(=O)c5cccc([*])c5C4=O)c2)C3=O)cc1,532.15,black
[*]Oc1ccc(S(=O)(=O)c2ccc(OC(=O)OC3CC4CC(OC([*])=O)CC(C3)O4)cc2)cc1,457.15,black
[*]Oc1ccc(S(=O)(=O)c2ccc(OC(=O)c3ccc([Si](c4ccccc4)(c4ccccc4)c4ccc(C([*])=O)cc4)cc3)cc2)cc1,523.15,black
[*]Oc1ccc(S(=O)(=O)c2ccc(OC(=O)c3cccc(C([*])=O)c3)cc2)cc1,522.15,black
[*]Oc1ccc(S(=O)(=O)c2ccc(OP([*])(=O)OC3CCCCC3)cc2)cc1,393.15,black
[*]Oc1ccc(S(=O)(=O)c2ccc(OP([*])(=O)Oc3ccc(Br)cc3)cc2)cc1,362.15,black
[*]Oc1ccc(S(=O)(=O)c2ccc(OP([*])(=O)Oc3ccc(C)cc3)cc2)cc1,339.15,black
[*]Oc1ccc(S(=O)(=O)c2ccc(OP([*])(=O)Oc3ccc(OC)cc3)cc2)cc1,354.15,black
[*]Oc1ccc(S(=O)(=O)c2ccc(OP([*])(=O)Oc3ccc([N+](=O)[O-])cc3)cc2)cc1,387.15,black
[*]Oc1ccc(S(=O)(=O)c2ccc(OP([*])(=O)Oc3ccccc3)cc2)cc1,373.65,black
[*]Oc1ccc(S(=O)(=O)c2ccc(Oc3c(C)cc(-c4cc(C)c([*])c(C)c4Br)c(Br)c3C)cc2)cc1,571.35,black
[*]Oc1ccc(S(=O)(=O)c2ccc(Oc3c(C)cc(C(C)(C)c4cc(C)c([*])c(C)c4Br)c(Br)c3C)cc2)cc1,548.55,black
[*]Oc1ccc(S(=O)(=O)c2ccc(Oc3cc(C(C)(C)C)ccc3[*])cc2)cc1,453.65,black
[*]Oc1ccc(S(=O)(=O)c2ccc(Oc3cc(C)c(C(c4cc(C(C)C)c([*])cc4C)c4ccccc4C(=O)O)cc3C(C)C)cc2)cc1,513.15,black
[*]Oc1ccc(S(=O)(=O)c2ccc(Oc3cc(C)c(C4(c5cc(C(C)C)c([*])cc5C)OC(=O)c5ccccc54)cc3C(C)C)cc2)cc1,503.15,black
[*]Oc1ccc(S(=O)(=O)c2ccc(Oc3ccc4c(=O)n5c6cc(-c7ccc8c(c7)nc7c9ccc([*])c%10cccc(c(=O)n87)c%109)ccc6nc5c5cccc3c45)cc2)cc1,688.15,black
[*]Oc1ccc(S(=O)(=O)c2ccc(Oc3ccc4c(=O)n5c6cc(Oc7ccc8c(c7)nc7c9ccc([*])c%10cccc(c(=O)n87)c%109)ccc6nc5c5cccc3c45)cc2)cc1,647.15,black
[*]Oc1ccc(S(=O)(=O)c2ccc(Oc3ccc4c(c3)C(=O)N(c3ccc(Oc5ccc(N6C(=O)c7ccc([*])cc7C6=O)cc5)cc3)C4=O)cc2)cc1,533.15,black
[*]Oc1ccc(S(=O)(=O)c2ccc(Oc3ccc4c(c3)C(=O)N(c3ccc(Oc5cccc(Oc6ccc(N7C(=O)c8ccc([*])cc8C7=O)cc6)c5)cc3)C4=O)cc2)cc1,492.15,black
[*]Oc1ccc(S(=O)(=O)c2ccc(Oc3ccc4c(c3)C(=O)N(c3cccc(N5C(=O)c6ccc([*])cc6C5=O)c3)C4=O)cc2)cc1,538.15,black
[*]Oc1ccc(S(=O)(=O)c2ccc(Oc3ccc4c(c3)C(=O)N(c3cccc(S(=O)(=O)c5cccc(N6C(=O)c7ccc([*])cc7C6=O)c5)c3)C4=O)cc2)cc1,478.15,black
[*]Oc1ccc(S(=O)(=O)c2ccc(Oc3cccc4c3C(=O)N(c3ccc(Oc5ccc(N6C(=O)c7cccc([*])c7C6=O)cc5)cc3)C4=O)cc2)cc1,540.15,black
[*]Oc1ccc(S(=O)(=O)c2ccc(Oc3cccc4c3C(=O)N(c3ccc(Oc5cccc(Oc6ccc(N7C(=O)c8cccc([*])c8C7=O)cc6)c5)cc3)C4=O)cc2)cc1,503.15,black
[*]Oc1ccc(S(=O)(=O)c2ccc(Oc3cccc4c3C(=O)N(c3cccc(N5C(=O)c6cccc([*])c6C5=O)c3)C4=O)cc2)cc1,539.15,black
[*]Oc1ccc(S(=O)(=O)c2ccc3cc(S(=O)(=O)c4ccc(Oc5c(C)cc(-c6cc(C)c([*])c(C)c6C)c(C)c5C)cc4)ccc3c2)cc1,573.15,black
[*]Oc1ccc(S(=O)(=O)c2cccc(Oc3ccc4c(c3)C(=O)N(c3ccc(Oc5ccc(N6C(=O)c7ccc([*])cc7C6=O)cc5)cc3)C4=O)c2)cc1,533.15,black
[*]Oc1ccc(S(=O)(=O)c2cccc(Oc3ccc4c(c3)C(=O)N(c3ccc(Oc5cccc(Oc6ccc(N7C(=O)c8ccc([*])cc8C7=O)cc6)c5)cc3)C4=O)c2)cc1,467.15,black
[*]Oc1ccc(S(=O)(=O)c2cccc(Oc3cccc4c3C(=O)N(c3ccc(Oc5ccc(N6C(=O)c7cccc([*])c7C6=O)cc5)cc3)C4=O)c2)cc1,540.15,black
[*]Oc1ccc(S(=O)(=O)c2cccc(Oc3cccc4c3C(=O)N(c3ccc(Oc5cccc(Oc6ccc(N7C(=O)c8cccc([*])c8C7=O)cc6)c5)cc3)C4=O)c2)cc1,489.15,black
[*]Oc1ccc(S([*])(=O)=O)cc1,392.15,black
[*]Oc1ccc(Sc2ccc(OC3(F)C([*])(F)C(F)(F)C3(F)F)cc2)cc1,351.15,black
[*]Oc1ccc(Sc2ccc(Oc3ccc4c(=O)n5c6cc(-c7ccc8c(c7)nc7c9ccc([*])c%10cccc(c(=O)n87)c%109)ccc6nc5c5cccc3c45)cc2)cc1,659.15,black
[*]Oc1ccc(Sc2ccc(Oc3ccc4c(=O)n5c6cc(Oc7ccc8c(c7)nc7c9ccc([*])c%10cccc(c(=O)n87)c%109)ccc6nc5c5cccc3c45)cc2)cc1,619.15,black
[*]Oc1ccc(Sc2ccc(Oc3ccc4c(c3)C(=O)N(c3cc(N5C(=O)c6ccc([*])cc6C5=O)cc(C(F)(F)F)c3)C4=O)cc2)cc1,491.15,black
[*]Oc1ccc(Sc2ccc(Oc3ccc4c(c3)C(=O)N(c3ccc(-c5ccc(N6C(=O)c7ccc([*])cc7C6=O)cc5)cc3)C4=O)cc2)cc1,530.15,black
[*]Oc1ccc(Sc2ccc(Oc3ccc4c(c3)C(=O)N(c3ccc(N5C(=O)c6ccc([*])cc6C5=O)cc3)C4=O)cc2)cc1,511.15,black
[*]Oc1ccc(Sc2ccc(Oc3ccc4c(c3)C(=O)N(c3ccc(Oc5ccc(-c6ccc(Oc7ccc(N8C(=O)c9ccc([*])cc9C8=O)cc7)cc6)cc5)cc3)C4=O)cc2)cc1,478.15,black
[*]Oc1ccc(Sc2ccc(Oc3ccc4c(c3)C(=O)N(c3ccc(Oc5ccc(C(c6ccc(Oc7ccc(N8C(=O)c9ccc([*])cc9C8=O)cc7)cc6)(C(F)(F)F)C(F)(F)F)cc5)cc3)C4=O)cc2)cc1,490.65,black
[*]Oc1ccc(Sc2ccc(Oc3ccc4c(c3)C(=O)N(c3ccc(Oc5ccc(N6C(=O)c7ccc([*])cc7C6=O)cc5)cc3)C4=O)cc2)cc1,485.15,black
[*]Oc1ccc(Sc2ccc(Oc3ccc4c(c3)C(=O)N(c3ccc(Oc5ccc(Oc6ccc(N7C(=O)c8ccc([*])cc8C7=O)cc6)cc5)cc3)C4=O)cc2)cc1,474.15,black
[*]Oc1ccc(Sc2ccc(Oc3ccc4c(c3)C(=O)N(c3ccc(Oc5ccc(Sc6ccc(Oc7ccc(N8C(=O)c9ccc([*])cc9C8=O)cc7)cc6)cc5)cc3)C4=O)cc2)cc1,459.15,black
[*]Oc1ccc(Sc2ccc(Oc3ccc4c(c3)C(=O)N(c3ccc(Oc5cccc(Oc6ccc(N7C(=O)c8ccc([*])cc8C7=O)cc6)c5)cc3)C4=O)cc2)cc1,451.15,black
[*]Oc1ccc(Sc2ccc(Oc3ccc4c(c3)C(=O)N(c3cccc(N5C(=O)c6ccc([*])cc6C5=O)c3)C4=O)cc2)cc1,482.15,black
[*]Oc1ccc(Sc2ccc(Oc3ccc4c(c3)C(=O)N(c3cccc(Oc5cccc(Oc6cccc(N7C(=O)c8ccc([*])cc8C7=O)c6)c5)c3)C4=O)cc2)cc1,463.65,black
[*]Oc1ccc(Sc2ccc(Oc3ccc4c(c3)C(=O)N(c3cccc(S(=O)(=O)c5cccc(N6C(=O)c7ccc([*])cc7C6=O)c5)c3)C4=O)cc2)cc1,504.15,black
[*]Oc1ccc(Sc2ccc(Oc3cccc4c3C(=O)N(c3ccc(Oc5ccc(N6C(=O)c7cccc([*])c7C6=O)cc5)cc3)C4=O)cc2)cc1,507.15,black
[*]Oc1ccc(Sc2ccc(Oc3cccc4c3C(=O)N(c3ccc(Oc5cccc(Oc6ccc(N7C(=O)c8cccc([*])c8C7=O)cc6)c5)cc3)C4=O)cc2)cc1,475.15,black
[*]Oc1ccc(Sc2ccc(Oc3cccc4c3C(=O)N(c3cccc(N5C(=O)c6cccc([*])c6C5=O)c3)C4=O)cc2)cc1,504.15,black
[*]Oc1ccc(Sc2cccc(C(=O)Oc3ccc(OC(=O)c4cccc(Sc5ccc(OC(=O)c6ccc(C([*])=O)cc6)cc5)c4)c(-c4ccccc4)c3)c2)cc1,401.15,black
[*]Oc1ccc(Sc2cccc(Oc3ccc4c(c3)C(=O)N(c3ccc(Oc5ccc(N6C(=O)c7ccc([*])cc7C6=O)cc5)cc3)C4=O)c2)cc1,485.15,black
[*]Oc1ccc(Sc2cccc(Oc3ccc4c(c3)C(=O)N(c3ccc(Oc5cccc(Oc6ccc(N7C(=O)c8ccc([*])cc8C7=O)cc6)c5)cc3)C4=O)c2)cc1,492.15,black
[*]Oc1ccc(Sc2cccc(Oc3ccc4c(c3)C(=O)N(c3cccc(N5C(=O)c6ccc([*])cc6C5=O)c3)C4=O)c2)cc1,482.15,black
[*]Oc1ccc(Sc2cccc(Oc3cccc4c3C(=O)N(c3ccc(Oc5ccc(N6C(=O)c7cccc([*])c7C6=O)cc5)cc3)C4=O)c2)cc1,507.15,black
[*]Oc1ccc(Sc2cccc(Oc3cccc4c3C(=O)N(c3ccc(Oc5cccc(Oc6ccc(N7C(=O)c8cccc([*])c8C7=O)cc6)c5)cc3)C4=O)c2)cc1,503.15,black
[*]Oc1ccc([*])cc1,358.15,black
[*]Oc1ccc2c(-c3ccccc3)nn(-c3ccc(S(=O)(=O)c4ccc(-n5nc(-c6ccccc6)c6ccc([*])cc6c5=O)cc4)cc3)c(=O)c2c1,567.65,black
[*]Oc1ccc2c(OC(=O)c3ccc(Oc4ccc(C([*])=O)cc4)cc3)cccc2c1,452.15,black
[*]Oc1ccc2c(c1)C(=O)N(C1CCC(CC3CCC(N4C(=O)c5ccc([*])cc5C4=O)CC3)CC1)C2=O,513.15,black
[*]Oc1ccc2c(c1)C(=O)N(CC1CC3CC1C1CCC(CN4C(=O)c5ccc([*])cc5C4=O)C31)C2=O,474.15,black
[*]Oc1ccc2c(c1)C(=O)N(CC1CCCC(CN3C(=O)c4ccc([*])cc4C3=O)C1)C2=O,472.15,black
[*]Oc1ccc2c(c1)C(=O)N(CCCCCCCCCCCCN1C(=O)c3ccc([*])cc3C1=O)C2=O,343.15,black
[*]Oc1ccc2c(c1)C(=O)N(CCCCCCCCCCCN1C(=O)c3ccc([*])cc3C1=O)C2=O,347.15,black
[*]Oc1ccc2c(c1)C(=O)N(CCCCCCCCCCN1C(=O)c3ccc([*])cc3C1=O)C2=O,364.65,black
[*]Oc1ccc2c(c1)C(=O)N(CCCCCCCCCN1C(=O)c3ccc([*])cc3C1=O)C2=O,362.15,black
[*]Oc1ccc2c(c1)C(=O)N(CCCCCCCCN1C(=O)c3ccc([*])cc3C1=O)C2=O,418.15,black
[*]Oc1ccc2c(c1)C(=O)N(CCCCCCCN1C(=O)c3ccc([*])cc3C1=O)C2=O,383.15,black
[*]Oc1ccc2c(c1)C(=O)N(CCCCCCN1C(=O)c3ccc([*])cc3C1=O)C2=O,437.15,black
[*]Oc1ccc2c(c1)C(=O)N(c1cc(Br)c(Oc3c(Br)cc(N4C(=O)c5ccc([*])cc5C4=O)cc3Br)c(Br)c1)C2=O,556.15,black
[*]Oc1ccc2c(c1)C(=O)N(c1cc(C(c3ccc(O)c(N4C(=O)c5ccc([*])cc5C4=O)c3)(C(F)(F)F)C(F)(F)F)ccc1O)C2=O,539.15,black
[*]Oc1ccc2c(c1)C(=O)N(c1cc(N3C(=O)c4ccc([*])cc4C3=O)c(O)cc1O)C2=O,536.15,black
[*]Oc1ccc2c(c1)C(=O)N(c1cc(N3C(=O)c4ccc([*])cc4C3=O)cc(C(F)(F)F)c1)C2=O,547.15,black
[*]Oc1ccc2c(c1)C(=O)N(c1ccc(-c3ccc(N4C(=O)c5ccc([*])cc5C4=O)c(OCCCCCCOc4ccc(/C=C/c5ccc(F)cc5)cc4)c3)cc1OCCCCCCOc1ccc(/C=C/c3ccc(F)cc3)cc1)C2=O,397.15,black
[*]Oc1ccc2c(c1)C(=O)N(c1ccc(-c3ccc(N4C(=O)c5ccc([*])cc5C4=O)cc3)cc1)C2=O,559.15,black
[*]Oc1ccc2c(c1)C(=O)N(c1ccc(-c3ccc(N4C(=O)c5ccc([*])cc5C4=O)cc3C(F)(F)F)c(C(F)(F)F)c1)C2=O,548.15,black
[*]Oc1ccc2c(c1)C(=O)N(c1ccc(C(c3ccc(N4C(=O)c5ccc([*])cc5C4=O)cc3)(C(F)(F)F)C(F)(F)F)cc1)C2=O,578.15,black
[*]Oc1ccc2c(c1)C(=O)N(c1ccc(C(c3ccccc3)(c3ccc(N4C(=O)c5ccc([*])cc5C4=O)cc3)C(F)(F)F)cc1)C2=O,566.15,black
[*]Oc1ccc2c(c1)C(=O)N(c1ccc(C(c3ccccc3)c3ccc(N4C(=O)c5ccc([*])cc5C4=O)cc3)cc1)C2=O,542.15,black
[*]Oc1ccc2c(c1)C(=O)N(c1ccc(C3(c4ccc(N5C(=O)c6ccc([*])cc6C5=O)cc4)c4ccccc4-c4ccccc43)cc1)C2=O,646.15,black
[*]Oc1ccc2c(c1)C(=O)N(c1ccc(Cc3ccc(N4C(=O)c5ccc([*])cc5C4=O)cc3)cc1)C2=O,544.15,black
[*]Oc1ccc2c(c1)C(=O)N(c1ccc(OCCOCCOc3cccc(N4C(=O)c5ccc([*])cc5C4=O)c3)cc1)C2=O,419.65,black
[*]Oc1ccc2c(c1)C(=O)N(c1ccc(Oc3cc4ccccc4cc3Oc3ccc(N4C(=O)c5ccc([*])cc5C4=O)cc3)cc1)C2=O,548.65,black
[*]Oc1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(-c4ccc(Oc5ccc(N6C(=O)c7ccc(Oc8cc(C(C)(C)C)c([*])cc8C(C)(C)C)cc7C6=O)cc5)cc4)cc3)cc1)C2=O,535.15,black
[*]Oc1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(-c4ccc(Oc5ccc(N6C(=O)c7ccc([*])cc7C6=O)cc5)cc4)cc3)cc1)C2=O,518.15,black
[*]Oc1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(C(c4ccc(Oc5ccc(N6C(=O)c7ccc([*])cc7C6=O)cc5)cc4)(C(F)(F)F)C(F)(F)F)cc3)cc1)C2=O,537.15,black
[*]Oc1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(N4C(=O)c5ccc(Oc6c([*])cc(C(C)(C)C)cc6C(C)(C)C)cc5C4=O)cc3)cc1)C2=O,501.15,black
[*]Oc1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(N4C(=O)c5ccc([*])cc5C4=O)cc3Br)c(Br)c1)C2=O,524.15,black
[*]Oc1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(Oc4ccc(N5C(=O)c6ccc([*])cc6C5=O)cc4C(F)(F)F)cc3)cc1)C2=O,505.45,black
[*]Oc1ccc2c(c1)C(=O)N(c1ccc(Oc3cccc(-c4cc(-c5ccccc5)cc(-c5cccc(Oc6ccc(N7C(=O)c8ccc([*])cc8C7=O)cc6)c5)n4)c3)cc1)C2=O,497.15,black
[*]Oc1ccc2c(c1)C(=O)N(c1ccc(Oc3ccccc3Oc3ccc(N4C(=O)c5ccc([*])cc5C4=O)cc3C(F)(F)F)c(C(F)(F)F)c1)C2=O,496.15,black
[*]Oc1ccc2c(c1)C(=O)N(c1ccc(P(=O)(c3ccccc3)c3ccc(N4C(=O)c5ccc([*])cc5C4=O)cc3)cc1)C2=O,584.15,black
[*]Oc1ccc2c(c1)C(=O)N(c1ccc(Sc3ccc(N4C(=O)c5ccc([*])cc5C4=O)cc3)cc1)C2=O,542.15,black
[*]Oc1ccc2c(c1)C(=O)N(c1ccc(Sc3ccc(Sc4ccc(N5C(=O)c6ccc([*])cc6C5=O)cc4)s3)cc1)C2=O,491.15,black
[*]Oc1ccc2c(c1)C(=O)N(c1ccc(Sc3ccc(Sc4ccc(Sc5ccc(N6C(=O)c7ccc([*])cc7C6=O)cc5)cc4)cc3)cc1)C2=O,475.8,black
[*]Oc1ccc2c(c1)C(=O)N(c1ccc(Sc3ccc(Sc4ccc(Sc5ccc(Sc6ccc(N7C(=O)c8ccc([*])cc8C7=O)cc6)s5)s4)s3)cc1)C2=O,431.65,black
[*]Oc1ccc2c(c1)C(=O)N(c1cccc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)c3cccc(N4C(=O)c5ccc([*])cc5C4=O)c3)c1)C2=O,430.15,black
[*]Oc1ccc2c(c1)C(=O)N(c1cccc(C(F)(F)C(F)(F)C(F)(F)c3cccc(N4C(=O)c5ccc([*])cc5C4=O)c3)c1)C2=O,456.15,black
[*]Oc1ccc2c(c1)C(=O)N(c1cccc(C(O)c3cccc(N4C(=O)c5ccc([*])cc5C4=O)c3)c1)C2=O,525.15,black
[*]Oc1ccc2c(c1)C(=O)N(c1cccc(C(c3cccc(N4C(=O)c5ccc([*])cc5C4=O)c3)(C(F)(F)F)C(F)(F)F)c1)C2=O,497.65,black
[*]Oc1ccc2c(c1)C(=O)N(c1cccc(C(c3ccccc3)(c3cccc(N4C(=O)c5ccc([*])cc5C4=O)c3)C(F)(F)F)c1)C2=O,566.15,black
[*]Oc1ccc2c(c1)C(=O)N(c1cccc(N3C(=O)c4ccc(Oc5ccc6c(c5)C5(CC(C)(C)c7ccc([*])cc75)CC6(C)C)cc4C3=O)c1)C2=O,526.15,black
[*]Oc1ccc2c(c1)C(=O)N(c1cccc(OCCOCCOCCOc3ccc(N4C(=O)c5ccc([*])cc5C4=O)cc3)c1)C2=O,380.15,black
[*]Oc1ccc2c(c1)C(=O)N(c1cccc(OCCOc3ccc(N4C(=O)c5ccc([*])cc5C4=O)cc3)c1)C2=O,451.65,black
[*]Oc1ccc2c(c1)C(=O)N(c1cccc(Oc3cc(Oc4cccc(N5C(=O)c6ccc([*])cc6C5=O)c4)ccc3P(=O)(c3ccccc3)c3ccccc3)c1)C2=O,485.15,black
[*]Oc1ccc2c(c1)C(=O)N(c1cccc(Oc3ccc(Oc4cccc(N5C(=O)c6ccc([*])cc6C5=O)c4)cc3)c1)C2=O,477.15,black
[*]Oc1ccc2c(c1)C(=O)N(c1cccc(Oc3ccc(P(=O)(c4ccccc4)c4ccc(Oc5ccc(N6C(=O)c7ccc([*])cc7C6=O)cc5)cc4)cc3)c1)C2=O,513.15,black
[*]Oc1ccc2c(c1)C(=O)N(c1cccc(P(=O)(c3ccc(C(F)(F)F)cc3)c3cccc(N4C(=O)c5ccc([*])cc5C4=O)c3)c1)C2=O,521.15,black
[*]Oc1ccc2c(c1)C(=O)N(c1cccc(P(=O)(c3ccc(Oc4ccc(C56CC7CC(CC(C7)C5)C6)cc4)cc3)c3cccc(N4C(=O)c5ccc([*])cc5C4=O)c3)c1)C2=O,563.15,black
[*]Oc1ccc2c(c1)C(=O)N(c1cccc(P(=O)(c3cccc(N4C(=O)c5ccc([*])cc5C4=O)c3)c3cc(C(F)(F)F)cc(C(F)(F)F)c3)c1)C2=O,501.15,black
[*]Oc1ccc2c(c1)C(=O)N(c1cccc(P(=O)(c3ccccc3)c3cccc(N4C(=O)c5ccc([*])cc5C4=O)c3)c1)C2=O,524.15,black
[*]Oc1ccc2c(c1)C(=O)N(c1ccccc1Oc1ccc(N3C(=O)c4ccc([*])cc4C3=O)cc1)C2=O,537.15,black
[*]Oc1ccc2c(c1)C(=O)N(c1ncc(-c3ccc(Oc4ccc(N5C(=O)c6ccc([*])cc6C5=O)cc4)cc3)s1)C2=O,573.15,black
[*]Oc1ccc2c(c1)Oc1cc(OC(=O)c3ccc(C([*])=O)cc3)ccc1C21c2ccccc2-c2ccccc21,563.15,black
[*]Oc1ccc2c(c1)Oc1cc(OC(=O)c3cccc(C([*])=O)c3)ccc1C21OC(=O)c2ccccc21,549.15,black
[*]Oc1ccc2c(c1)Oc1cc(OC([*])=O)ccc1C21c2ccccc2-c2ccccc21,568.15,black
[*]Oc1ccc2cc(-c3nc4ccccc4nc3-c3ccc4cc(OC(=O)c5ccc(C([*])=O)cc5)ccc4c3)ccc2c1,409.15,black
[*]Oc1ccc2cc(-c3nc4ccccc4nc3-c3ccc4cc(OC(=O)c5cccc(C([*])=O)c5)ccc4c3)ccc2c1,424.15,black
[*]Oc1ccc2cc(C([*])=O)ccc2c1,420.15,black
[*]Oc1ccc2cc(OC(=O)c3ccc(-c4ccc(C([*])=O)cc4)cc3-c3ccccc3)ccc2c1,398.15,black
[*]Oc1ccc2cc(OC(=O)c3ccc(Oc4ccc(C([*])=O)cc4)cc3)ccc2c1,418.15,black
[*]Oc1ccc2cc(OC(=O)c3ccc4c(c3)C(=O)N(CCCOCCCCOCCCN3C(=O)c5ccc(C([*])=O)cc5C3=O)C4=O)ccc2c1,341.15,black
[*]Oc1ccc2cc(OC(=O)c3ccc4c(c3)C(=O)N(CCOCCOCCN3C(=O)c5ccc(C([*])=O)cc5C3=O)C4=O)ccc2c1,378.15,black
[*]Oc1ccc2cc(OC(=O)c3cccc(Oc4ccc(Oc5cccc(C([*])=O)c5)cc4)c3)ccc2c1,398.15,black
[*]Oc1ccc2cc(Oc3ccc4c(=O)n5c6cc(-c7ccc8c(c7)nc7c9ccc([*])c%10cccc(c(=O)n87)c%109)ccc6nc5c5cccc3c45)ccc2c1,686.15,black
[*]Oc1ccc2cc(Oc3ccc4c(c3)C(=O)N(c3ccc(C(c5ccc(N6C(=O)c7ccc([*])cc7C6=O)cc5)(C(F)(F)F)C(F)(F)F)cc3)C4=O)ccc2c1,491.15,black
[*]Oc1ccc2cc(Oc3ccc4c(c3)C(=O)N(c3ccc(Oc5ccc(-c6ccc(Oc7ccc(N8C(=O)c9ccc([*])cc9C8=O)cc7)cc6)cc5)cc3)C4=O)ccc2c1,503.15,black
[*]Oc1ccc2cc(Oc3ccc4c(c3)C(=O)N(c3ccc(Oc5ccc(N6C(=O)c7ccc([*])cc7C6=O)cc5)cc3)C4=O)ccc2c1,522.15,black
